GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,Actor1__model_time_in_ms,Actor1_release_harness_version,Actor1_release_model_version,Actor1_release_model_version_number,Actor1_request_id,Actor1_result_class1,Actor1_result_class2,Actor1_timing,Actor2__model_time_in_ms,Actor2_release_harness_version,Actor2_release_model_version,Actor2_release_model_version_number,Actor2_request_id,Actor2_result_class1,Actor2_result_class2,Actor2_timing
838789545,4/16/2019,201904,2019,2019.2904,ESP,SPAIN,ESP,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,20,20,2,1,3,2,1,2,-0.362318841,1,Spain,SP,SP,,40,-4,SP,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,2.01904E+13,http://www.grandprix.com/news/mclaren-to-decide-on-indycar-for-2020-in-summer.html,0,0.1,5ec427ae4cedfd0008830f07,4,0WVSH8N24EAMI5LY,TRUE,3,0.078201294,0,0.1,5ec427ae4cedfd0008830f07,4,76QPJFR94GK1NYDA,FALSE,3,0.079393387
838789546,4/16/2019,201904,2019,2019.2904,ESP,SPAIN,ESP,,,,,,,,DEU,GERMANY,DEU,,,,,,,,1,353,35,3,1,7,4,1,4,0.421940928,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Leipzig, Sachsen, Germany",GM,GM13,40699,51.3,12.3333,-1817680,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,2.01904E+13,https://www.liverpoolfc.com/news/media-watch/346158-liverpool-fc-transfers-julian-brandt,0,0.1,5ec427ae4cedfd0008830f07,4,9OJG27KZN8B4QP6C,TRUE,0,0.082015991,0,0.1,5ec427ae4cedfd0008830f07,4,N5SYFCMBTW1JX3G7,TRUE,0,0.07891655
838789551,4/16/2019,201904,2019,2019.2904,EUR,EUROPEAN,EUR,,,,,,,,BUS,BANK,,,,,,BUS,,,0,100,100,10,3,-5,5,1,5,2.485207101,4,"Bristol, Bristol, City of, United Kingdom",UK,UKB7,40094,51.45,-2.58333,-2590919,4,"Bristol, Bristol, City of, United Kingdom",UK,UKB7,40094,51.45,-2.58333,-2590919,4,"Bristol, Bristol, City of, United Kingdom",UK,UKB7,40094,51.45,-2.58333,-2590919,2.01904E+13,https://www.businessweekly.co.uk/news/financial/cambridge-startups-lead-regional-vc-boom-despite-uk-lull,0,0.1,5ec427ae4cedfd0008830f07,4,M8XO0QJ71C5YA32Z,TRUE,1,0.081777573,1001,0.1,5ec427ae4cedfd0008830f07,4,FMSYC9UVLONR4PX8,TRUE,1,1001.176119
838789552,4/16/2019,201904,2019,2019.2904,EUR,EUROPEAN,EUR,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,51,51,5,1,3.4,10,1,10,2.173913043,1,Germany,GM,GM,,51.5,10.5,GM,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,2.01904E+13,https://markets.businessinsider.com/news/stocks/sensex-nifty-hit-record-highs-1028114290,1000,0.1,5ec427ae4cedfd0008830f07,4,46T97KW2MNSJBFAO,TRUE,0,1000.369072,1001,0.1,5ec427ae4cedfd0008830f07,4,ZR34N8LC7PKYX5BV,FALSE,0,1001.0252
838789553,4/16/2019,201904,2019,2019.2904,EUR,EUROPEAN,EUR,,,,,,,,GOV,PRIME MINISTER,,,,,,GOV,,,1,40,40,4,1,1,2,1,2,-1.554907677,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,2.01904E+13,https://www.yakimaherald.com/news/world_news/uk-government-opposition-cling-to-hope-of-brexit-compromise/article_73fc6d4f-a0e5-52f4-aab5-bcd57292339d.html,1000,0.1,5ec427ae4cedfd0008830f07,4,2793JBEWHZNP5L1O,TRUE,3,1000.225544,0,0.1,5ec427ae4cedfd0008830f07,4,UVSKO895C3BLTWM6,TRUE,3,0.081539154
838789554,4/16/2019,201904,2019,2019.2904,EUR,EUROPEAN,EUR,,,,,,,,IGOEUREEC,EUROPEAN PARLIAMENT,EUR,EEC,,,,IGO,,,1,36,36,3,1,4,10,1,10,0.284900285,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,2.01904E+13,https://piie.com/blogs/realtime-economic-issues-watch/how-brexit-extension-could-scramble-british-and-european,0,0.1,5ec427ae4cedfd0008830f07,4,QZBOWX0Y3M8T26LN,TRUE,0,0.074386597,2002,0.1,5ec427ae4cedfd0008830f07,4,6BMSGVHQ8NTCJUR5,TRUE,0,2002.170086
838789555,4/16/2019,201904,2019,2019.2904,EUR,EUROPE,EUR,,,,,,,,ISR,TEL AVIV,ISR,,,,,,,,1,173,173,17,4,-5,2,1,2,6.920415225,4,"Helsinki, Eteläuomen Läi, Finland",FI,FI13,16230,60.1756,24.9342,-1364995,4,"Helsinki, Eteläuomen Läi, Finland",FI,FI13,16230,60.1756,24.9342,-1364995,4,"Helsinki, Eteläuomen Läi, Finland",FI,FI13,16230,60.1756,24.9342,-1364995,2.01904E+13,http://www.xinhuanet.com/english/2019-04/16/c_137982626.htm,0,0.1,5ec427ae4cedfd0008830f07,4,NKQJA8VSEIRF5WLG,TRUE,1,0.074625015,0,0.1,5ec427ae4cedfd0008830f07,4,WQ4LX87MUV50D6ZF,TRUE,1,0.079393387
838789556,4/16/2019,201904,2019,2019.2904,EUR,EUROPE,EUR,,,,,,,,LBY,LIBYAN,LBY,,,,,,,,1,43,43,4,1,2.8,7,1,7,-6.056338028,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://www.dailymail.co.uk/news/article-6928407/amp/Libyan-PM-warns-800-000-migrants-arrive-Europe-instability-country-continues.html,0,0.1,5ec427ae4cedfd0008830f07,4,2CXQ0TJ81RSP6UG3,TRUE,3,0.079870224,0,0.1,5ec427ae4cedfd0008830f07,4,OBW3LQVXUZKY62HJ,TRUE,3,0.080347061
838789557,4/16/2019,201904,2019,2019.2904,EUR,EUROPEAN,EUR,,,,,,,,LBY,LIBYA,LBY,,,,,,,,0,51,51,5,1,3.4,2,1,2,-6.056338028,1,France,FR,FR,,46,2,FR,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://www.dailymail.co.uk/news/article-6928407/amp/Libyan-PM-warns-800-000-migrants-arrive-Europe-instability-country-continues.html,0,0.1,5ec427ae4cedfd0008830f07,4,EAZS6B93YKTDPO8G,TRUE,3,0.075817108,0,0.1,5ec427ae4cedfd0008830f07,4,RMJKDFWVTX8EBZ5Y,TRUE,3,0.102043152
838789570,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,CAN,MONTREAL,CAN,,,,,,,,0,42,42,4,1,1.9,2,1,2,-0.616438356,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Montreal, Quebec, Canada",CA,CA10,12713,45.5,-73.5833,-569541,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.pressrepublican.com/news/local_news/sacred-treasure-lost/article_762a8370-930a-5396-8f20-a55bf2facf89.html,0,0.1,5ec427ae4cedfd0008830f07,4,9C6RPVXTD3Z748KM,TRUE,3,0.071048737,0,0.1,5ec427ae4cedfd0008830f07,4,M2KAREDHIBX9QL8Z,TRUE,3,0.076532364
838789571,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,CAN,MONTREAL,CAN,,,,,,,,0,43,43,4,1,2.8,2,1,2,-0.616438356,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.pressrepublican.com/news/local_news/sacred-treasure-lost/article_762a8370-930a-5396-8f20-a55bf2facf89.html,0,0.1,5ec427ae4cedfd0008830f07,4,UI0HNCJ726SPDTXR,TRUE,3,0.07724762,0,0.1,5ec427ae4cedfd0008830f07,4,S1Q7E0AVWRJCZO8I,TRUE,3,0.075101852
838789572,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,1,13,13,1,1,0.4,10,1,10,-1.251303441,4,"Languedoc, France (general), France",FR,FR00,16286,44,4,-1437719,4,"Languedoc, France (general), France",FR,FR00,16286,44,4,-1437719,4,"Languedoc, France (general), France",FR,FR00,16286,44,4,-1437719,2.01904E+13,https://www.thelocal.fr/20190416/what-are-my-rights-if-i-am-refused-permission-to-remain-in-france,2002,0.1,5ec427ae4cedfd0008830f07,4,WFQJOB4T3XZRUHLM,TRUE,3,2002.168179,0,0.1,5ec427ae4cedfd0008830f07,4,Y2B7T5U43RP9OG8Z,TRUE,3,0.072240829
838789573,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,EDU,PROFESSOR,,,,,,EDU,,,1,40,40,4,1,1,2,1,2,0,1,France,FR,FR,,46,2,FR,1,France,FR,FR,,46,2,FR,1,France,FR,FR,,46,2,FR,2.01904E+13,https://wgntv.com/2019/04/16/prof-krupali-uplekar-kruschet-on-rebuilding-the-notre-dame-cathedral/,0,0.1,5ec427ae4cedfd0008830f07,4,HE92YZL5JTUX3NIP,TRUE,3,0.069618225,0,0.1,5ec427ae4cedfd0008830f07,4,2GDAHKFVYNE5O807,TRUE,3,0.078439713
838789574,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,EUR,EUROPE,EUR,,,,,,,,0,20,20,2,1,3,1,1,1,-2.311435523,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,2.01904E+13,https://www.ozy.com/need-to-know/blazing-shame-why-do-we-keep-letting-national-treasures-burn/93864,0,0.1,5ec427ae4cedfd0008830f07,4,PKDMSRTEY50AV178,TRUE,3,0.075817108,0,0.1,5ec427ae4cedfd0008830f07,4,R0FA2QD7L5C83JYG,FALSE,3,0.076293945
838789575,4/16/2019,201904,2019,2019.2904,FRA,FRENCH,FRA,,,,,,,,FRAGOV,FRANCE,FRA,,,,,GOV,,,0,90,90,9,2,-2,1,1,1,-2.69058296,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,1,United States,US,US,,39.828175,-98.5795,US,2.01904E+13,https://globalnews.ca/news/5171942/notre-dame-cathedral-fire-cause-accident/,0,0.1,5ec427ae4cedfd0008830f07,4,M6HEPFNCRKGB0VXY,TRUE,2,0.071763992,0,0.1,5ec427ae4cedfd0008830f07,4,CXGJUB2R63F0WYN8,TRUE,2,0.066518784
838789576,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,FRAGOV,FRANCE,FRA,,,,,GOV,,,0,120,120,12,3,-4,1,1,1,-6.919642857,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://www.msn.com/en-us/news/world/yellow-vest-libya-protesters-say-france-backs-tripoli-assault/ar-BBVZCTf,0,0.1,5ec427ae4cedfd0008830f07,4,4P9H8REKMLOY3Z5V,TRUE,2,0.071525574,0,0.1,5ec427ae4cedfd0008830f07,4,OREQ5MSA4D19LHBX,TRUE,2,0.079870224
838789577,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,FRAGOV,FRANCE,FRA,,,,,GOV,,,0,120,120,12,3,-4,1,1,1,-6.345177665,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://news.yahoo.com/yellow-vest-libya-protesters-france-backs-tripoli-assault-144756341.html,0,0.1,5ec427ae4cedfd0008830f07,4,AQ5FBXSGN04E6DRH,TRUE,2,0.056743622,0,0.1,5ec427ae4cedfd0008830f07,4,5ZT7OKJ60UNIE3B2,TRUE,2,0.077962875
838789578,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,GBR,BRITISH,GBR,,,,,,,,0,12,12,1,1,-0.4,10,1,10,-1.251303441,4,"Languedoc, France (general), France",FR,FR00,16286,44,4,-1437719,1,United Kingdom,UK,UK,,54,-4,UK,4,"Languedoc, France (general), France",FR,FR00,16286,44,4,-1437719,2.01904E+13,https://www.thelocal.fr/20190416/what-are-my-rights-if-i-am-refused-permission-to-remain-in-france,0,0.1,5ec427ae4cedfd0008830f07,4,413O8LPAQMYIVRDJ,TRUE,2,0.083684921,0,0.1,5ec427ae4cedfd0008830f07,4,TFLDO2ZPI3SRKNBM,TRUE,2,0.073671341
838789579,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,GBR,BRITISH,GBR,,,,,,,,0,84,84,8,2,7,10,1,10,-1.251303441,4,"Languedoc, France (general), France",FR,FR00,16286,44,4,-1437719,1,United Kingdom,UK,UK,,54,-4,UK,4,"Languedoc, France (general), France",FR,FR00,16286,44,4,-1437719,2.01904E+13,https://www.thelocal.fr/20190416/what-are-my-rights-if-i-am-refused-permission-to-remain-in-france,0,0.1,5ec427ae4cedfd0008830f07,4,96SPJBZRG8UN75WL,TRUE,3,0.072002411,0,0.1,5ec427ae4cedfd0008830f07,4,RX3QFM4YN2JDU8EI,TRUE,3,0.078439713
838789580,4/16/2019,201904,2019,2019.2904,FRA,FRENCH,FRA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,51,51,5,1,3.4,2,1,2,-0.823045267,1,France,FR,FR,,46,2,FR,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,2.01904E+13,https://www.bignewsnetwork.com/news/260514765/notre-dame-fire-pope-francis-pm-modi-express-solidarity-with-france,0,0.1,5ec427ae4cedfd0008830f07,4,CTGEMQ415XDA6JFN,TRUE,3,0.075340271,1001,0.1,5ec427ae4cedfd0008830f07,4,SY37UN9QA5WML8PK,FALSE,3,1001.168966
838789581,4/16/2019,201904,2019,2019.2904,FRA,PARIS,FRA,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,190,190,19,4,-10,2,1,2,-0.08912656,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,1,Egypt,EG,EG,,27,30,EG,2.01904E+13,https://www.omaha.com/news/trending/fire-out-organ-intact-but-work-ahead-for-charred-notre/article_2b8add2a-547c-5503-b5bf-5970b5bebb56.html,0,0.1,5ec427ae4cedfd0008830f07,4,YTJDFP3U8MIGZ2R0,TRUE,2,0.081300735,0,0.1,5ec427ae4cedfd0008830f07,4,30N49OP2VADMQLKH,TRUE,2,0.08058548
838789582,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,GRC,GREECE,GRC,,,,,,,,0,10,10,1,1,0,4,1,4,-0.65892689,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/the-latest-greece-offers-help-with-notre-dame-restoration/ar-BBVYVZI,0,0.1,5ec427ae4cedfd0008830f07,4,45TVQONX1DEU9J8F,TRUE,2,0.128507614,0,0.1,5ec427ae4cedfd0008830f07,4,70ZUT2SN54WAG8PC,TRUE,2,0.11920929
838789583,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,GRC,GREECE,GRC,,,,,,,,0,13,13,1,1,0.4,2,1,2,-0.65892689,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,2.01904E+13,https://www.msn.com/en-us/news/world/the-latest-greece-offers-help-with-notre-dame-restoration/ar-BBVYVZI,1001,0.1,5ec427ae4cedfd0008830f07,4,27Q56S1LBMEXZRGF,TRUE,3,1000.514507,0,0.1,5ec427ae4cedfd0008830f07,4,HVCKB9D5YWNIM27T,TRUE,3,0.075340271
838789584,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,GRC,GREECE,GRC,,,,,,,,0,17,17,1,1,0,4,1,4,-0.65892689,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/the-latest-greece-offers-help-with-notre-dame-restoration/ar-BBVYVZI,0,0.1,5ec427ae4cedfd0008830f07,4,SLTGHXY4ZDQNIC02,TRUE,2,0.050783157,1001,0.1,5ec427ae4cedfd0008830f07,4,HEXBJ0SA9F615WZT,TRUE,2,1001.180887
838789585,4/16/2019,201904,2019,2019.2904,FRA,FRENCH,FRA,,,,,,,,GRC,GREECE,GRC,,,,,,,,0,36,36,3,1,4,4,1,4,-0.65892689,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/the-latest-greece-offers-help-with-notre-dame-restoration/ar-BBVYVZI,1001,0.1,5ec427ae4cedfd0008830f07,4,YH0BAE57PI1L2CQK,TRUE,3,1001.195431,0,0.1,5ec427ae4cedfd0008830f07,4,I63R2JWPDGSKEOYL,TRUE,3,0.076532364
838789586,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,GRC,GREECE,GRC,,,,,,,,0,51,51,5,1,3.4,4,1,4,-0.65892689,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/the-latest-greece-offers-help-with-notre-dame-restoration/ar-BBVYVZI,0,0.1,5ec427ae4cedfd0008830f07,4,C5NVS2PAU6RGHBJ4,TRUE,3,0.080347061,0,0.1,5ec427ae4cedfd0008830f07,4,0D6KZJGPMRLO5YHW,TRUE,3,0.079870224
838789587,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IGOEUREECLEG,EUROPEAN PARLIAMENT,EUR,EEC,,,,IGO,LEG,,1,10,10,1,1,0,1,1,1,-1.666666667,1,France,FR,FR,,46,2,FR,1,United Kingdom,UK,UK,,54,-4,UK,1,France,FR,FR,,46,2,FR,2.01904E+13,https://www.ensonhaber.com/brexit-cannot-hinder-eus-progress-says-juncker.html,0,0.1,5ec427ae4cedfd0008830f07,4,P1X3D6I2FCA8RY9K,TRUE,2,0.076055527,0,0.1,5ec427ae4cedfd0008830f07,4,0ONRBJVLXTFMQ2SW,TRUE,2,0.092983246
838789588,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IGOEUREECLEG,EUROPEAN PARLIAMENT,EUR,EEC,,,,IGO,LEG,,1,13,13,1,1,0.4,2,1,2,-1.666666667,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,2.01904E+13,https://www.ensonhaber.com/brexit-cannot-hinder-eus-progress-says-juncker.html,0,0.1,5ec427ae4cedfd0008830f07,4,JDEAGRVHLKO03NZI,TRUE,3,0.078439713,0,0.1,5ec427ae4cedfd0008830f07,4,ZFBWER28J76GAIM3,TRUE,3,0.077486038
838789589,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IGOUNO,THE UN,,UNO,,,,IGO,,,0,51,51,5,1,3.4,2,2,2,-6.632410261,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://news.yahoo.com/yellow-vest-libya-protesters-france-backs-tripoli-assault-144756341.html,0,0.1,5ec427ae4cedfd0008830f07,4,HP0SFUCRT7A3MDI5,TRUE,3,0.108242035,1001,0.1,5ec427ae4cedfd0008830f07,4,IYTE6H5JQXUVB8NK,TRUE,3,1001.166582
838789590,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IGOUNOGOV,THE UN,,UNO,,,,IGO,GOV,,0,80,80,8,2,5,1,1,1,-6.919642857,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/yellow-vest-libya-protesters-say-france-backs-tripoli-assault/ar-BBVZCTf,0,0.1,5ec427ae4cedfd0008830f07,4,94M0TAS62QLIUOWE,TRUE,3,0.080823898,0,0.1,5ec427ae4cedfd0008830f07,4,L2B53GRFJIYNHW8O,TRUE,3,0.077486038
838789591,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IGOUNOGOV,THE UN,,UNO,,,,IGO,GOV,,0,80,80,8,2,5,1,1,1,-6.345177665,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://news.yahoo.com/yellow-vest-libya-protesters-france-backs-tripoli-assault-144756341.html,1001,0.1,5ec427ae4cedfd0008830f07,4,WJUOF596Y2CRS38Z,TRUE,3,1001.170397,0,0.1,5ec427ae4cedfd0008830f07,4,YPG7KJM6AQB3915R,TRUE,3,0.108003616
838789592,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IGOUNOGOV,THE UN,,UNO,,,,IGO,GOV,,0,129,129,12,3,-5,1,1,1,-6.919642857,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.msn.com/en-us/news/world/yellow-vest-libya-protesters-say-france-backs-tripoli-assault/ar-BBVZCTf,0,0.1,5ec427ae4cedfd0008830f07,4,A85LPZ236QXO4SBM,TRUE,2,0.079631805,0,0.1,5ec427ae4cedfd0008830f07,4,5JZFQGS4UA321NR9,TRUE,2,0.065088272
838789593,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IGOUNOGOV,THE UN,,UNO,,,,IGO,GOV,,0,129,129,12,3,-5,1,1,1,-6.345177665,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,2.01904E+13,https://news.yahoo.com/yellow-vest-libya-protesters-france-backs-tripoli-assault-144756341.html,0,0.1,5ec427ae4cedfd0008830f07,4,GO3KNV0XTL24EBCR,TRUE,2,0.065088272,0,0.1,5ec427ae4cedfd0008830f07,4,0GE9ZKI84BDLYM2W,TRUE,2,0.090122223
838789594,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,70,70,7,2,7,1,1,1,1.13960114,5,"Khuzestan, Khuzestan, Iran",IR,IR15,40868,31.5,49,-3071486,5,"Lorestan, Lorestan, Iran",IR,IR23,41001,33.5,48.5,-3073213,5,"Khuzestan, Khuzestan, Iran",IR,IR15,40868,31.5,49,-3071486,2.01904E+13,https://www.middleeastmonitor.com/20190416-sadr-calls-on-shia-militias-to-help-flood-affected-regions-in-iraq-not-iran/,0,0.1,5ec427ae4cedfd0008830f07,4,NY2V31QGZKIP9LAD,FALSE,0,0.063419342,0,0.1,5ec427ae4cedfd0008830f07,4,OKXUL3T8BSYR5EM1,TRUE,0,0.078201294
838789595,4/16/2019,201904,2019,2019.2904,FRA,FRANCE,FRA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,70,70,7,2,7,4,1,4,1.13960114,1,France,FR,FR,,46,2,FR,5,"Lorestan, Lorestan, Iran",IR,IR23,41001,33.5,48.5,-3073213,1,France,FR,FR,,46,2,FR,2.01904E+13,https://www.middleeastmonitor.com/20190416-sadr-calls-on-shia-militias-to-help-flood-affected-regions-in-iraq-not-iran/,0,0.1,5ec427ae4cedfd0008830f07,4,SKD3G0H8L9ORWZXY,TRUE,0,0.069618225,0,0.1,5ec427ae4cedfd0008830f07,4,L927X4O5BSVYURHI,TRUE,0,0.098705292
